# StartTime = 07/20/2018 01:27:32.0329 PM
Time (sec), Vehicle speed (MPH), Engine RPM (RPM), Absolute throttle position (%), Absolute load value (%)
19.378,69.59357,3164,33.72549,74.5098
19.438,69.59357,3164,33.72549,74.5098
19.501,69.59357,3164,33.72549,74.5098
19.565,69.59357,3171,33.72549,74.5098
19.625,69.59357,3171,33.72549,73.72549
19.689,70.21494,3171,33.72549,73.72549
19.75,70.21494,3171,33.72549,73.72549
19.814,70.21494,3177,33.72549,73.72549
19.878,70.21494,3177,33.72549,71.76471
19.938,70.21494,3177,33.72549,71.76471
20,70.21494,3191,33.72549,71.76471
20.064,70.21494,3191,33.72549,72.54902
20.128,70.21494,3191,33.72549,72.54902
20.188,70.21494,3210,33.72549,72.54902
20.25,70.21494,3210,33.72549,72.15686
20.314,70.83632,3210,33.72549,72.15686
20.378,70.83632,3210,33.72549,72.15686
20.44,70.83632,3217,32.94118,72.15686
20.5,70.83632,3217,32.94118,72.94118
20.564,70.83632,3217,32.94118,72.94118
20.625,70.83632,3227,32.94118,72.94118
20.689,70.83632,3227,30.98039,68.62745
20.75,71.45769,3227,30.98039,68.62745
20.814,71.45769,3227,30.98039,68.62745
20.878,71.45769,3236,29.41176,68.62745
20.938,71.45769,3236,29.41176,71.37255
21,71.45769,3236,29.41176,71.37255
21.064,71.45769,3255,29.41176,71.37255
21.128,71.45769,3255,27.84314,61.56863
21.188,71.45769,3255,27.84314,61.56863
21.25,71.45769,3255,27.84314,61.56863
21.314,71.45769,3249,27.84314,62.35294
21.378,72.07906,3249,27.84314,62.35294
21.438,72.07906,3249,27.84314,62.35294
21.5,72.07906,3267,27.84314,62.35294
21.564,72.07906,3267,27.84314,63.92157
21.628,72.07906,3267,27.84314,63.92157
21.688,72.07906,3270,27.84314,63.92157
21.75,72.07906,3270,27.84314,63.13726
21.814,72.07906,3270,27.84314,63.13726
21.878,72.07906,3277,27.84314,63.13726
21.938,72.07906,3277,26.66667,60
22,72.70043,3277,26.66667,60
22.064,72.70043,3277,26.66667,60
22.128,72.70043,3288,26.66667,60
22.191,72.70043,3288,26.66667,58.03922
22.25,72.70043,3288,26.66667,58.03922
22.314,72.70043,3296,26.66667,58.03922
22.378,72.70043,3296,26.66667,58.43137
22.438,72.70043,3296,26.66667,58.43137
22.5,72.70043,3301,26.66667,58.43137
22.564,72.70043,3301,25.88235,58.43137
22.628,72.70043,3301,25.88235,58.43137
22.688,72.70043,3301,25.88235,58.43137
22.75,72.70043,3306,25.88235,58.43137
22.814,72.70043,3306,25.88235,53.72549
22.878,72.70043,3306,25.88235,53.72549
22.938,72.70043,3314,25.4902,53.72549
23.001,72.70043,3314,25.4902,54.5098
23.065,72.70043,3314,25.4902,54.5098
23.125,72.70043,3321,25.4902,54.5098
23.19,72.70043,3321,25.4902,52.54902
23.25,73.3218,3321,25.4902,52.54902
23.314,73.3218,3321,25.4902,52.54902
23.378,73.3218,3321,25.4902,52.54902
23.441,73.3218,3321,25.4902,52.54902
23.504,73.3218,3321,25.4902,52.54902
23.563,73.3218,3331,26.66667,52.54902
23.626,73.3218,3331,26.66667,59.21569
23.688,73.3218,3331,26.66667,59.21569
23.751,73.3218,3339,27.05882,59.21569
23.815,73.3218,3339,27.05882,61.96078
23.879,73.94317,3339,27.05882,61.96078
23.939,73.94317,3339,27.05882,61.96078
24,73.94317,3346,35.29412,61.96078
24.064,73.94317,3346,35.29412,85.09804
24.128,73.94317,3346,35.29412,85.09804
24.19,73.94317,3361,42.35294,85.09804
24.252,73.94317,3361,42.35294,85.4902
24.312,73.94317,3361,42.35294,85.4902
24.376,73.94317,3372,42.35294,85.4902
24.438,73.94317,3372,41.96078,85.88235
24.5,73.94317,3372,41.96078,85.88235
24.564,73.94317,3372,41.96078,85.88235
24.628,73.94317,3370,41.96078,85.88235
24.688,73.94317,3370,41.96078,87.84314
24.75,74.56454,3370,41.96078,87.84314
24.814,74.56454,3390,42.35294,87.84314
24.878,74.56454,3390,42.35294,83.13725
24.938,74.56454,3390,42.35294,83.13725
25,74.56454,3398,42.35294,83.13725
25.064,74.56454,3398,41.17647,85.09804
25.128,75.18591,3398,41.17647,85.09804
25.188,75.18591,3398,41.17647,85.09804
25.253,75.18591,3407,41.17647,85.09804
25.314,75.18591,3407,41.17647,85.09804
25.378,75.18591,3407,41.17647,85.09804
25.438,75.18591,3418,41.17647,85.09804
25.501,75.18591,3418,42.35294,81.96078
25.565,75.18591,3418,42.35294,81.96078
25.625,75.18591,3418,42.35294,81.96078
25.688,75.18591,3418,45.4902,86.66666
25.75,75.80729,3418,45.4902,86.66666
25.814,75.80729,3418,45.4902,86.66666
25.878,75.80729,3438,45.4902,86.66666
25.938,75.80729,3438,45.4902,90.19608
26.001,75.80729,3438,45.4902,90.19608
26.065,75.80729,3445,45.4902,90.19608
26.125,75.80729,3445,45.4902,88.23529
26.189,75.80729,3445,45.4902,88.23529
26.25,75.80729,3446,40,88.23529
26.314,75.80729,3446,40,84.31373
26.378,76.42866,3446,40,84.31373
26.44,76.42866,3457,40,84.31373
26.5,76.42866,3457,37.2549,82.74509
26.564,76.42866,3457,37.2549,82.74509
26.625,76.42866,3457,37.2549,82.74509
26.689,76.42866,3465,29.41176,82.74509
26.75,76.42866,3465,29.41176,65.88235
26.814,76.42866,3465,29.41176,65.88235
26.878,76.42866,3469,29.01961,65.88235
26.938,76.42866,3469,29.01961,65.09804
27,76.42866,3469,29.01961,65.09804
27.064,76.42866,3469,29.01961,65.09804
27.128,76.42866,3469,29.01961,65.09804
27.188,76.42866,3469,29.01961,65.88235
27.25,76.42866,3469,29.01961,65.88235
27.313,76.42866,3477,29.01961,65.88235
27.377,76.42866,3477,29.01961,65.09804
27.437,76.42866,3477,29.01961,65.09804
27.5,76.42866,3475,29.01961,65.09804
27.564,76.42866,3475,27.45098,65.09804
27.625,76.42866,3475,27.45098,64.70588
27.689,76.42866,3475,27.45098,64.70588
27.75,76.42866,3480,27.45098,64.70588
27.814,76.42866,3480,27.05882,58.82353
27.878,76.42866,3480,27.05882,58.82353
27.938,76.42866,3478,27.05882,58.82353
28,76.42866,3478,27.05882,56.47059
28.064,76.42866,3478,27.05882,56.47059
28.128,76.42866,3478,27.05882,56.47059
28.188,76.42866,3473,18.43137,56.47059
28.251,76.42866,3473,18.43137,18.03922
28.315,76.42866,3473,18.43137,18.03922
28.378,76.42866,3453,18.43137,18.03922
28.441,76.42866,3453,16.86275,11.37255
28.5,75.80729,3453,16.86275,11.37255
28.563,75.80729,3443,16.86275,11.37255
28.626,75.80729,3443,16.86275,11.37255
28.689,75.80729,3443,16.86275,11.37255
28.751,75.80729,3443,16.86275,11.37255
28.815,75.80729,3423,16.86275,11.37255
28.875,75.80729,3423,16.86275,11.76471
28.939,75.18591,3423,16.86275,11.76471
29.001,75.18591,3413,16.86275,11.76471
29.065,75.18591,3413,16.86275,11.37255
29.125,74.56454,3413,16.86275,11.37255
29.189,74.56454,3413,16.86275,11.37255
29.25,74.56454,3395,16.86275,11.37255
29.314,74.56454,3395,16.86275,11.37255
29.378,74.56454,3395,16.86275,11.37255
29.439,74.56454,3372,16.86275,11.37255
29.5,74.56454,3372,16.86275,11.37255
29.564,73.94317,3372,16.86275,11.37255
29.625,73.94317,3361,16.86275,11.37255
29.689,73.94317,3361,16.86275,11.37255
29.75,73.94317,3361,16.86275,11.37255
29.814,73.94317,3343,16.86275,11.37255
29.878,73.94317,3343,16.86275,11.37255
29.938,73.3218,3343,16.86275,11.37255
30,73.3218,3343,16.86275,11.37255
30.064,73.3218,3325,16.86275,11.37255
30.128,73.3218,3325,16.86275,11.37255
30.188,73.3218,3325,16.86275,11.37255
30.25,73.3218,3298,16.86275,11.37255
